6.441897455568620368e-01,3.710302892534028674e-02
4.367462149053940590e-01,6.116007038780261196e-01
-4.145069412541564358e-01,1.300398556657467619e+00
1.778159128436249681e-01,9.316800957604487454e-01
4.267460391867221037e-01,6.535160638683474854e-01
-5.210823661096466441e-01,6.559746919557483125e-01
-6.066391815751559502e-02,3.546152554386764466e-01
1.511952569438899330e+00,8.103384161804095820e-01
8.014099874554418967e-01,6.945352736076344513e-01
1.550200448666389175e+00,3.929380514335959473e-01
9.327915130458839243e-01,7.191892487672966183e-01
1.004984975959596571e+00,6.681874306285807696e-01
5.485839521105353445e-01,4.670269774279211528e-01
1.647942511214975370e-01,3.556407106477582625e-02
1.177135942957379999e+00,9.312045614269598426e-01
3.873060130143383128e-01,1.366105660177994396e+00
-2.432015904402468065e-01,2.456313766458390058e-01
-1.264887490051387342e-01,4.403981485367959303e-01
5.477485757561997293e-01,7.111932802626930172e-01
5.281581635419098086e-01,6.046553582433045193e-01
